id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount,deposit_per_office,deposit_per_account,accounts_per_office,has_deposits,has_offices,has_accounts
328,2022,Bihar,10,Pashchim Champaran,211,Eastern Region,Rural,94,2208,1826,19.425531914893618,0.8269927536231884,23.48936170212766,1,1,1
329,2022,Bihar,10,Pashchim Champaran,211,Eastern Region,Semi-urban,66,1833,1692,25.636363636363637,0.9230769230769231,27.772727272727273,1,1,1
330,2022,Bihar,10,Pashchim Champaran,211,Eastern Region,Urban,49,1061,3240,66.12244897959184,3.053722902921772,21.653061224489797,1,1,1
331,2022,Bihar,10,Patna,212,Eastern Region,Rural,197,3294,6767,34.3502538071066,2.054341226472374,16.720812182741117,1,1,1
332,2022,Bihar,10,Patna,212,Eastern Region,Semi-urban,173,3128,11717,67.72832369942196,3.745843989769821,18.08092485549133,1,1,1
333,2022,Bihar,10,Patna,212,Eastern Region,Urban,26,491,2682,103.15384615384616,5.462321792260693,18.884615384615383,1,1,1
334,2022,Bihar,10,Patna,212,Eastern Region,Metropolitan,582,6653,125723,216.0189003436426,18.897189237937773,11.43127147766323,1,1,1
335,2022,Bihar,10,Purbi Champaran,213,Eastern Region,Rural,97,2216,2467,25.432989690721648,1.1132671480144405,22.84536082474227,1,1,1
336,2022,Bihar,10,Purbi Champaran,213,Eastern Region,Semi-urban,138,3156,4335,31.41304347826087,1.373574144486692,22.869565217391305,1,1,1
337,2022,Bihar,10,Purbi Champaran,213,Eastern Region,Urban,54,726,3922,72.62962962962963,5.402203856749312,13.444444444444445,1,1,1
338,2022,Bihar,10,Purnia,214,Eastern Region,Rural,92,2244,1664,18.08695652173913,0.7415329768270945,24.391304347826086,1,1,1
339,2022,Bihar,10,Purnia,214,Eastern Region,Semi-urban,53,1071,1105,20.849056603773583,1.0317460317460319,20.20754716981132,1,1,1
340,2022,Bihar,10,Purnia,214,Eastern Region,Urban,79,1064,4640,58.734177215189874,4.360902255639098,13.468354430379748,1,1,1
341,2022,Bihar,10,Rohtas,215,Eastern Region,Rural,120,1923,3358,27.983333333333334,1.7462298491939678,16.025,1,1,1
342,2022,Bihar,10,Rohtas,215,Eastern Region,Semi-urban,46,1177,2346,51.0,1.9932030586236194,25.58695652173913,1,1,1
343,2022,Bihar,10,Rohtas,215,Eastern Region,Urban,52,975,4580,88.07692307692308,4.697435897435898,18.75,1,1,1
344,2022,Bihar,10,Saharsa,216,Eastern Region,Rural,47,1174,1144,24.340425531914892,0.9744463373083475,24.97872340425532,1,1,1
345,2022,Bihar,10,Saharsa,216,Eastern Region,Semi-urban,25,625,843,33.72,1.3488,25.0,1,1,1
346,2022,Bihar,10,Saharsa,216,Eastern Region,Urban,34,483,2477,72.8529411764706,5.128364389233955,14.205882352941176,1,1,1
347,2022,Bihar,10,Samastipur,217,Eastern Region,Rural,137,2613,4060,29.635036496350367,1.553769613471106,19.072992700729927,1,1,1
348,2022,Bihar,10,Samastipur,217,Eastern Region,Semi-urban,149,3265,7432,49.87919463087248,2.2762633996937214,21.91275167785235,1,1,1
349,2022,Bihar,10,Saran,218,Eastern Region,Rural,162,10138,6462,39.888888888888886,0.6374038271848491,62.58024691358025,1,1,1
350,2022,Bihar,10,Saran,218,Eastern Region,Semi-urban,51,1504,3060,60.0,2.0345744680851063,29.49019607843137,1,1,1
351,2022,Bihar,10,Saran,218,Eastern Region,Urban,49,783,5123,104.55102040816327,6.542784163473819,15.979591836734693,1,1,1
352,2022,Bihar,10,Sheikhpura,219,Eastern Region,Rural,30,297,468,15.6,1.5757575757575757,9.9,1,1,1
353,2022,Bihar,10,Sheikhpura,219,Eastern Region,Semi-urban,29,592,1605,55.3448275862069,2.7111486486486487,20.413793103448278,1,1,1
354,2022,Bihar,10,Sheohar,220,Eastern Region,Rural,18,323,314,17.444444444444443,0.9721362229102167,17.944444444444443,1,1,1
355,2022,Bihar,10,Sheohar,220,Eastern Region,Semi-urban,25,414,665,26.6,1.606280193236715,16.56,1,1,1
356,2022,Bihar,10,Sitamarhi,221,Eastern Region,Rural,51,1168,1332,26.11764705882353,1.1404109589041096,22.901960784313726,1,1,1
357,2022,Bihar,10,Sitamarhi,221,Eastern Region,Semi-urban,111,2671,5444,49.04504504504504,2.038187944590041,24.063063063063062,1,1,1
358,2022,Bihar,10,Siwan,222,Eastern Region,Rural,126,2824,4769,37.84920634920635,1.6887393767705383,22.41269841269841,1,1,1
359,2022,Bihar,10,Siwan,222,Eastern Region,Semi-urban,57,1628,3423,60.05263157894737,2.1025798525798525,28.56140350877193,1,1,1
360,2022,Bihar,10,Siwan,222,Eastern Region,Urban,57,884,4704,82.52631578947368,5.321266968325792,15.508771929824562,1,1,1
361,2022,Bihar,10,Supaul,223,Eastern Region,Rural,44,1057,1151,26.15909090909091,1.0889309366130557,24.022727272727273,1,1,1
362,2022,Bihar,10,Supaul,223,Eastern Region,Semi-urban,77,1696,2968,38.54545454545455,1.75,22.025974025974026,1,1,1
363,2022,Bihar,10,Vaishali,224,Eastern Region,Rural,135,3323,4432,32.82962962962963,1.3337345771892868,24.614814814814814,1,1,1
364,2022,Bihar,10,Vaishali,224,Eastern Region,Semi-urban,63,1808,3258,51.714285714285715,1.801991150442478,28.6984126984127,1,1,1
365,2022,Bihar,10,Vaishali,224,Eastern Region,Urban,48,725,3832,79.83333333333333,5.285517241379311,15.104166666666666,1,1,1
465,2022,Chandigarh,4,Chandigarh,44,Northern Region,Rural,11,130,638,58.0,4.907692307692308,11.818181818181818,1,1,1
466,2022,Chandigarh,4,Chandigarh,44,Northern Region,Semi-urban,6,57,268,44.666666666666664,4.701754385964913,9.5,1,1,1
467,2022,Chandigarh,4,Chandigarh,44,Northern Region,Urban,421,4340,88833,211.00475059382424,20.4684331797235,10.308788598574822,1,1,1
471,2022,Chhattisgarh,22,Balod,646,Central Region,Rural,52,942,1430,27.5,1.5180467091295118,18.115384615384617,1,1,1
472,2022,Chhattisgarh,22,Balod,646,Central Region,Semi-urban,32,381,1714,53.5625,4.498687664041995,11.90625,1,1,1
473,2022,Chhattisgarh,22,Baloda Bazar,644,Central Region,Rural,46,1059,1756,38.17391304347826,1.6581680830972616,23.02173913043478,1,1,1
474,2022,Chhattisgarh,22,Baloda Bazar,644,Central Region,Semi-urban,64,1042,3033,47.390625,2.9107485604606524,16.28125,1,1,1
475,2022,Chhattisgarh,22,Balrampur,649,Central Region,Rural,43,1343,1607,37.372093023255815,1.1965748324646315,31.232558139534884,1,1,1
476,2022,Chhattisgarh,22,Balrampur,649,Central Region,Semi-urban,10,137,392,39.2,2.8613138686131387,13.7,1,1,1
477,2022,Chhattisgarh,22,Bastar,374,Central Region,Rural,60,702,922,15.366666666666667,1.3133903133903133,11.7,1,1,1
478,2022,Chhattisgarh,22,Bastar,374,Central Region,Semi-urban,5,84,149,29.8,1.7738095238095237,16.8,1,1,1
479,2022,Chhattisgarh,22,Bastar,374,Central Region,Urban,34,456,3434,101.0,7.530701754385965,13.411764705882353,1,1,1
480,2022,Chhattisgarh,22,Bemetara,650,Central Region,Rural,33,672,891,27.0,1.3258928571428572,20.363636363636363,1,1,1
481,2022,Chhattisgarh,22,Bemetara,650,Central Region,Semi-urban,24,441,1138,47.416666666666664,2.580498866213152,18.375,1,1,1
482,2022,Chhattisgarh,22,Bijapur,636,Central Region,Rural,25,162,343,13.72,2.117283950617284,6.48,1,1,1
483,2022,Chhattisgarh,22,Bijapur,636,Central Region,Semi-urban,6,86,531,88.5,6.174418604651163,14.333333333333334,1,1,1
484,2022,Chhattisgarh,22,Bilaspur,375,Central Region,Rural,58,841,1749,30.155172413793103,2.079667063020214,14.5,1,1,1
485,2022,Chhattisgarh,22,Bilaspur,375,Central Region,Semi-urban,37,797,1830,49.45945945945946,2.2961104140526976,21.54054054054054,1,1,1
486,2022,Chhattisgarh,22,Bilaspur,375,Central Region,Urban,141,1573,19305,136.91489361702128,12.272727272727273,11.156028368794326,1,1,1
487,2022,Chhattisgarh,22,Dantewada,376,Central Region,Rural,23,168,412,17.91304347826087,2.4523809523809526,7.304347826086956,1,1,1
488,2022,Chhattisgarh,22,Dantewada,376,Central Region,Semi-urban,16,206,1781,111.3125,8.645631067961165,12.875,1,1,1
489,2022,Chhattisgarh,22,Dhamtari,377,Central Region,Rural,41,553,799,19.48780487804878,1.4448462929475587,13.487804878048781,1,1,1
490,2022,Chhattisgarh,22,Dhamtari,377,Central Region,Semi-urban,18,312,783,43.5,2.5096153846153846,17.333333333333332,1,1,1
491,2022,Chhattisgarh,22,Dhamtari,377,Central Region,Urban,43,761,2256,52.46511627906977,2.964520367936925,17.697674418604652,1,1,1
492,2022,Chhattisgarh,22,Durg,378,Central Region,Rural,59,666,1623,27.508474576271187,2.436936936936937,11.288135593220339,1,1,1
493,2022,Chhattisgarh,22,Durg,378,Central Region,Semi-urban,31,436,1735,55.96774193548387,3.979357798165138,14.064516129032258,1,1,1
494,2022,Chhattisgarh,22,Durg,378,Central Region,Urban,172,2469,21789,126.68023255813954,8.825030376670718,14.354651162790697,1,1,1
495,2022,Chhattisgarh,22,Gariyaband,645,Central Region,Rural,23,534,564,24.52173913043478,1.0561797752808988,23.217391304347824,1,1,1
496,2022,Chhattisgarh,22,Gariyaband,645,Central Region,Semi-urban,27,355,931,34.48148148148148,2.6225352112676057,13.148148148148149,1,1,1
497,2022,Chhattisgarh,22,Gaurella Pendra Marwahi,734,Central Region,Rural,7,196,253,36.142857142857146,1.2908163265306123,28.0,1,1,1
498,2022,Chhattisgarh,22,Gaurella Pendra Marwahi,734,Central Region,Semi-urban,12,325,758,63.166666666666664,2.332307692307692,27.083333333333332,1,1,1
499,2022,Chhattisgarh,22,Janjgir-Champa,379,Central Region,Rural,80,1535,2572,32.15,1.6755700325732898,19.1875,1,1,1
501,2022,Chhattisgarh,22,Janjgir-Champa,379,Central Region,Semi-urban,62,1104,4044,65.2258064516129,3.6630434782608696,17.806451612903224,1,1,1
502,2022,Chhattisgarh,22,Jashpur,380,Central Region,Rural,36,638,1120,31.11111111111111,1.755485893416928,17.72222222222222,1,1,1
503,2022,Chhattisgarh,22,Jashpur,380,Central Region,Semi-urban,41,700,2015,49.146341463414636,2.8785714285714286,17.073170731707318,1,1,1
504,2022,Chhattisgarh,22,Kabirdham,382,Central Region,Rural,27,587,497,18.40740740740741,0.8466780238500852,21.74074074074074,1,1,1
505,2022,Chhattisgarh,22,Kabirdham,382,Central Region,Semi-urban,32,1017,1552,48.5,1.5260570304818093,31.78125,1,1,1
506,2022,Chhattisgarh,22,Kondagaon,643,Central Region,Rural,23,422,409,17.782608695652176,0.9691943127962085,18.347826086956523,1,1,1
507,2022,Chhattisgarh,22,Kondagaon,643,Central Region,Semi-urban,22,399,1247,56.68181818181818,3.12531328320802,18.136363636363637,1,1,1
508,2022,Chhattisgarh,22,Korba,383,Central Region,Rural,39,758,1857,47.61538461538461,2.449868073878628,19.435897435897434,1,1,1
509,2022,Chhattisgarh,22,Korba,383,Central Region,Semi-urban,21,383,1799,85.66666666666667,4.697127937336814,18.238095238095237,1,1,1
510,2022,Chhattisgarh,22,Korba,383,Central Region,Urban,63,986,6472,102.73015873015873,6.563894523326572,15.65079365079365,1,1,1
511,2022,Chhattisgarh,22,Korea,384,Central Region,Rural,29,494,1103,38.03448275862069,2.2327935222672064,17.03448275862069,1,1,1
512,2022,Chhattisgarh,22,Korea,384,Central Region,Semi-urban,48,583,4038,84.125,6.926243567753001,12.145833333333334,1,1,1
513,2022,Chhattisgarh,22,Mahasamund,385,Central Region,Rural,44,784,881,20.022727272727273,1.1237244897959184,17.818181818181817,1,1,1
514,2022,Chhattisgarh,22,Mahasamund,385,Central Region,Semi-urban,62,1030,2454,39.58064516129032,2.38252427184466,16.612903225806452,1,1,1
515,2022,Chhattisgarh,22,Mungeli,647,Central Region,Rural,18,512,506,28.11111111111111,0.98828125,28.444444444444443,1,1,1
516,2022,Chhattisgarh,22,Mungeli,647,Central Region,Semi-urban,22,545,1029,46.77272727272727,1.888073394495413,24.772727272727273,1,1,1
517,2022,Chhattisgarh,22,Narayanpur,637,Central Region,Rural,7,50,80,11.428571428571429,1.6,7.142857142857143,1,1,1
518,2022,Chhattisgarh,22,Narayanpur,637,Central Region,Semi-urban,10,137,519,51.9,3.7883211678832116,13.7,1,1,1
519,2022,Chhattisgarh,22,Raigarh,386,Central Region,Rural,74,1264,2830,38.24324324324324,2.2389240506329116,17.08108108108108,1,1,1
520,2022,Chhattisgarh,22,Raigarh,386,Central Region,Semi-urban,37,674,1884,50.91891891891892,2.7952522255192878,18.216216216216218,1,1,1
521,2022,Chhattisgarh,22,Raigarh,386,Central Region,Urban,52,691,4656,89.53846153846153,6.738060781476122,13.288461538461538,1,1,1
522,2022,Chhattisgarh,22,Raipur,387,Central Region,Rural,76,770,3175,41.776315789473685,4.123376623376624,10.131578947368421,1,1,1
523,2022,Chhattisgarh,22,Raipur,387,Central Region,Semi-urban,59,878,4088,69.28813559322033,4.6560364464692485,14.88135593220339,1,1,1
524,2022,Chhattisgarh,22,Raipur,387,Central Region,Metropolitan,351,3123,53112,151.31623931623932,17.006724303554275,8.897435897435898,1,1,1
525,2022,Chhattisgarh,22,Rajnandgaon,388,Central Region,Rural,76,1276,1621,21.32894736842105,1.2703761755485894,16.789473684210527,1,1,1
526,2022,Chhattisgarh,22,Rajnandgaon,388,Central Region,Semi-urban,33,656,1451,43.96969696969697,2.211890243902439,19.87878787878788,1,1,1
527,2022,Chhattisgarh,22,Rajnandgaon,388,Central Region,Urban,41,661,3378,82.39024390243902,5.110438729198185,16.121951219512194,1,1,1
528,2022,Chhattisgarh,22,Sukma,642,Central Region,Rural,18,191,279,15.5,1.4607329842931938,10.61111111111111,1,1,1
529,2022,Chhattisgarh,22,Sukma,642,Central Region,Semi-urban,5,93,477,95.4,5.129032258064516,18.6,1,1,1
530,2022,Chhattisgarh,22,Surajpur,648,Central Region,Rural,55,913,1868,33.96363636363636,2.046002190580504,16.6,1,1,1
532,2022,Chhattisgarh,22,Surajpur,648,Central Region,Semi-urban,22,258,1884,85.63636363636364,7.3023255813953485,11.727272727272727,1,1,1
533,2022,Chhattisgarh,22,Surguja,389,Central Region,Rural,49,1029,1737,35.44897959183673,1.6880466472303206,21.0,1,1,1
534,2022,Chhattisgarh,22,Surguja,389,Central Region,Urban,45,557,3885,86.33333333333333,6.974865350089766,12.377777777777778,1,1,1
535,2022,Chhattisgarh,22,Kanker,381,Central Region,Rural,42,780,1349,32.11904761904762,1.7294871794871796,18.571428571428573,1,1,1
536,2022,Chhattisgarh,22,Kanker,381,Central Region,Semi-urban,34,577,1472,43.294117647058826,2.551126516464471,16.970588235294116,1,1,1
599,2022,Delhi,7,Central,77,Northern Region,Urban,6,153,927,154.5,6.0588235294117645,25.5,1,1,1
600,2022,Delhi,7,Central,77,Northern Region,Metropolitan,436,6311,228750,524.6559633027523,36.246236729519886,14.474770642201834,1,1,1
601,2022,Delhi,7,East,78,Northern Region,Semi-urban,3,44,490,163.33333333333334,11.136363636363637,14.666666666666666,1,1,1
602,2022,Delhi,7,East,78,Northern Region,Metropolitan,239,3804,63157,264.255230125523,16.602786540483702,15.916317991631798,1,1,1
603,2022,Delhi,7,New Delhi,79,Northern Region,Semi-urban,10,152,1796,179.6,11.81578947368421,15.2,1,1,1
604,2022,Delhi,7,New Delhi,79,Northern Region,Metropolitan,654,9073,502024,767.6207951070336,55.33164333737463,13.87308868501529,1,1,1
605,2022,Delhi,7,North,80,Northern Region,Rural,20,194,1237,61.85,6.376288659793815,9.7,1,1,1
606,2022,Delhi,7,North,80,Northern Region,Semi-urban,18,329,1873,104.05555555555556,5.693009118541034,18.27777777777778,1,1,1
607,2022,Delhi,7,North,80,Northern Region,Metropolitan,204,3224,51025,250.12254901960785,15.826612903225806,15.803921568627452,1,1,1
608,2022,Delhi,7,North East,81,Northern Region,Rural,7,215,958,136.85714285714286,4.455813953488372,30.714285714285715,1,1,1
609,2022,Delhi,7,North East,81,Northern Region,Urban,10,280,2116,211.6,7.557142857142857,28.0,1,1,1
610,2022,Delhi,7,North East,81,Northern Region,Metropolitan,52,1472,9797,188.40384615384616,6.655570652173913,28.307692307692307,1,1,1
611,2022,Delhi,7,North West,82,Northern Region,Rural,11,139,898,81.63636363636364,6.460431654676259,12.636363636363637,1,1,1
612,2022,Delhi,7,North West,82,Northern Region,Semi-urban,17,367,2445,143.8235294117647,6.662125340599455,21.58823529411765,1,1,1
613,2022,Delhi,7,North West,82,Northern Region,Urban,19,380,3612,190.10526315789474,9.505263157894737,20.0,1,1,1
614,2022,Delhi,7,North West,82,Northern Region,Metropolitan,316,4469,64516,204.16455696202533,14.436339225777578,14.14240506329114,1,1,1
615,2022,Delhi,7,Shahdara,671,Northern Region,Metropolitan,119,2647,29276,246.01680672268907,11.060068001511144,22.243697478991596,1,1,1
616,2022,Delhi,7,South,83,Northern Region,Rural,8,166,1652,206.5,9.951807228915662,20.75,1,1,1
617,2022,Delhi,7,South,83,Northern Region,Semi-urban,21,362,4628,220.38095238095238,12.784530386740332,17.238095238095237,1,1,1
618,2022,Delhi,7,South,83,Northern Region,Metropolitan,360,5206,181980,505.5,34.95582020745294,14.46111111111111,1,1,1
619,2022,Delhi,7,South East,670,Northern Region,Semi-urban,12,307,2072,172.66666666666666,6.749185667752443,25.583333333333332,1,1,1
620,2022,Delhi,7,South East,670,Northern Region,Metropolitan,285,4619,117495,412.2631578947368,25.4373240961247,16.20701754385965,1,1,1
621,2022,Delhi,7,South West,84,Northern Region,Rural,27,298,2034,75.33333333333333,6.825503355704698,11.037037037037036,1,1,1
622,2022,Delhi,7,South West,84,Northern Region,Semi-urban,26,567,7547,290.2692307692308,13.310405643738978,21.807692307692307,1,1,1
623,2022,Delhi,7,South West,84,Northern Region,Metropolitan,298,4982,91288,306.33557046979865,18.32356483340024,16.71812080536913,1,1,1
624,2022,Delhi,7,West,85,Northern Region,Rural,5,63,683,136.6,10.841269841269842,12.6,1,1,1
625,2022,Delhi,7,West,85,Northern Region,Semi-urban,7,87,545,77.85714285714286,6.264367816091954,12.428571428571429,1,1,1
626,2022,Delhi,7,West,85,Northern Region,Metropolitan,513,7764,114269,222.7465886939571,14.71780010303967,15.134502923976608,1,1,1
656,2022,Goa,30,North Goa,551,Western Region,Rural,160,1193,12533,78.33125,10.50544844928751,7.45625,1,1,1
657,2022,Goa,30,North Goa,551,Western Region,Semi-urban,233,2147,41301,177.25751072961373,19.236609222170472,9.214592274678111,1,1,1
658,2022,Goa,30,South Goa,552,Western Region,Rural,107,834,9361,87.48598130841121,11.2242206235012,7.794392523364486,1,1,1
659,2022,Goa,30,South Goa,552,Western Region,Semi-urban,163,1840,29704,182.23312883435582,16.143478260869564,11.28834355828221,1,1,1
664,2022,Gujarat,24,Ahmadabad,438,Western Region,Rural,93,751,3033,32.61290322580645,4.03861517976032,8.075268817204302,1,1,1
665,2022,Gujarat,24,Ahmadabad,438,Western Region,Semi-urban,136,1496,9698,71.30882352941177,6.482620320855615,11.0,1,1,1
666,2022,Gujarat,24,Ahmadabad,438,Western Region,Metropolitan,1174,14473,257131,219.0212947189097,17.766254404753678,12.327938671209541,1,1,1
667,2022,Gujarat,24,Amreli,439,Western Region,Rural,72,634,1983,27.541666666666668,3.1277602523659307,8.805555555555555,1,1,1
668,2022,Gujarat,24,Amreli,439,Western Region,Semi-urban,58,892,3740,64.48275862068965,4.192825112107624,15.379310344827585,1,1,1
669,2022,Gujarat,24,Amreli,439,Western Region,Urban,34,349,2577,75.79411764705883,7.383954154727793,10.264705882352942,1,1,1
670,2022,Gujarat,24,Anand,440,Western Region,Rural,124,1316,5787,46.66935483870968,4.39741641337386,10.612903225806452,1,1,1
671,2022,Gujarat,24,Anand,440,Western Region,Semi-urban,161,2259,15446,95.93788819875776,6.837538733953076,14.031055900621118,1,1,1
672,2022,Gujarat,24,Anand,440,Western Region,Urban,79,834,14935,189.0506329113924,17.90767386091127,10.556962025316455,1,1,1
673,2022,Gujarat,24,Arvalli,672,Western Region,Rural,51,699,1265,24.80392156862745,1.809728183118741,13.705882352941176,1,1,1
674,2022,Gujarat,24,Arvalli,672,Western Region,Semi-urban,56,814,3055,54.55357142857143,3.753071253071253,14.535714285714286,1,1,1
675,2022,Gujarat,24,Banas Kantha,441,Western Region,Rural,90,1350,2439,27.1,1.8066666666666666,15.0,1,1,1
676,2022,Gujarat,24,Banas Kantha,441,Western Region,Semi-urban,47,1408,2591,55.12765957446808,1.8401988636363635,29.95744680851064,1,1,1
677,2022,Gujarat,24,Banas Kantha,441,Western Region,Urban,75,994,5287,70.49333333333334,5.318913480885312,13.253333333333334,1,1,1
678,2022,Gujarat,24,Bharuch,442,Western Region,Rural,101,1030,3731,36.94059405940594,3.622330097087379,10.198019801980198,1,1,1
679,2022,Gujarat,24,Bharuch,442,Western Region,Semi-urban,98,1420,10027,102.31632653061224,7.061267605633803,14.489795918367347,1,1,1
680,2022,Gujarat,24,Bharuch,442,Western Region,Urban,63,846,10056,159.61904761904762,11.886524822695035,13.428571428571429,1,1,1
681,2022,Gujarat,24,Bhavnagar,443,Western Region,Rural,78,943,2433,31.192307692307693,2.5800636267232235,12.08974358974359,1,1,1
