"id","year","state_name","state_code","district_name","district_code","region","population_group","no_of_offices","no_of_accounts","deposit_amount"
313,2022,"Bihar",10,"Madhepura",205,"Eastern Region","Rural",38,804,875
314,2022,"Bihar",10,"Madhepura",205,"Eastern Region","Semi-urban",79,1676,2810
315,2022,"Bihar",10,"Madhubani",206,"Eastern Region","Rural",113,2112,2632
316,2022,"Bihar",10,"Madhubani",206,"Eastern Region","Semi-urban",154,3162,7184
317,2022,"Bihar",10,"Munger",207,"Eastern Region","Rural",60,960,1962
318,2022,"Bihar",10,"Munger",207,"Eastern Region","Semi-urban",16,349,932
319,2022,"Bihar",10,"Munger",207,"Eastern Region","Urban",53,721,4748
320,2022,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Rural",176,3940,5375
321,2022,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Semi-urban",86,1896,3222
322,2022,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Urban",133,1477,11679
323,2022,"Bihar",10,"Nalanda",209,"Eastern Region","Rural",132,1929,3840
324,2022,"Bihar",10,"Nalanda",209,"Eastern Region","Semi-urban",60,1191,3210
325,2022,"Bihar",10,"Nalanda",209,"Eastern Region","Urban",46,904,4670
326,2022,"Bihar",10,"Nawada",210,"Eastern Region","Rural",71,1413,1674
327,2022,"Bihar",10,"Nawada",210,"Eastern Region","Semi-urban",62,1634,3986
328,2022,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Rural",94,2208,1826
329,2022,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Semi-urban",66,1833,1692
330,2022,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Urban",49,1061,3240
331,2022,"Bihar",10,"Patna",212,"Eastern Region","Rural",197,3294,6767
332,2022,"Bihar",10,"Patna",212,"Eastern Region","Semi-urban",173,3128,11717
333,2022,"Bihar",10,"Patna",212,"Eastern Region","Urban",26,491,2682
334,2022,"Bihar",10,"Patna",212,"Eastern Region","Metropolitan",582,6653,125723
335,2022,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Rural",97,2216,2467
336,2022,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Semi-urban",138,3156,4335
337,2022,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Urban",54,726,3922
338,2022,"Bihar",10,"Purnia",214,"Eastern Region","Rural",92,2244,1664
339,2022,"Bihar",10,"Purnia",214,"Eastern Region","Semi-urban",53,1071,1105
340,2022,"Bihar",10,"Purnia",214,"Eastern Region","Urban",79,1064,4640
341,2022,"Bihar",10,"Rohtas",215,"Eastern Region","Rural",120,1923,3358
342,2022,"Bihar",10,"Rohtas",215,"Eastern Region","Semi-urban",46,1177,2346
343,2022,"Bihar",10,"Rohtas",215,"Eastern Region","Urban",52,975,4580
344,2022,"Bihar",10,"Saharsa",216,"Eastern Region","Rural",47,1174,1144
345,2022,"Bihar",10,"Saharsa",216,"Eastern Region","Semi-urban",25,625,843
346,2022,"Bihar",10,"Saharsa",216,"Eastern Region","Urban",34,483,2477
347,2022,"Bihar",10,"Samastipur",217,"Eastern Region","Rural",137,2613,4060
348,2022,"Bihar",10,"Samastipur",217,"Eastern Region","Semi-urban",149,3265,7432
349,2022,"Bihar",10,"Saran",218,"Eastern Region","Rural",162,10138,6462
350,2022,"Bihar",10,"Saran",218,"Eastern Region","Semi-urban",51,1504,3060
351,2022,"Bihar",10,"Saran",218,"Eastern Region","Urban",49,783,5123
352,2022,"Bihar",10,"Sheikhpura",219,"Eastern Region","Rural",30,297,468
353,2022,"Bihar",10,"Sheikhpura",219,"Eastern Region","Semi-urban",29,592,1605
354,2022,"Bihar",10,"Sheohar",220,"Eastern Region","Rural",18,323,314
355,2022,"Bihar",10,"Sheohar",220,"Eastern Region","Semi-urban",25,414,665
356,2022,"Bihar",10,"Sitamarhi",221,"Eastern Region","Rural",51,1168,1332
357,2022,"Bihar",10,"Sitamarhi",221,"Eastern Region","Semi-urban",111,2671,5444
358,2022,"Bihar",10,"Siwan",222,"Eastern Region","Rural",126,2824,4769
359,2022,"Bihar",10,"Siwan",222,"Eastern Region","Semi-urban",57,1628,3423
360,2022,"Bihar",10,"Siwan",222,"Eastern Region","Urban",57,884,4704
361,2022,"Bihar",10,"Supaul",223,"Eastern Region","Rural",44,1057,1151
362,2022,"Bihar",10,"Supaul",223,"Eastern Region","Semi-urban",77,1696,2968
363,2022,"Bihar",10,"Vaishali",224,"Eastern Region","Rural",135,3323,4432
364,2022,"Bihar",10,"Vaishali",224,"Eastern Region","Semi-urban",63,1808,3258
365,2022,"Bihar",10,"Vaishali",224,"Eastern Region","Urban",48,725,3832
366,2022,"Bihar",10,"Araria",188,"Eastern Region","Rural",0,0,0
367,2022,"Bihar",10,"Araria",188,"Eastern Region","Semi-urban",0,0,0
368,2022,"Bihar",10,"Arwal",611,"Eastern Region","Rural",0,0,0
369,2022,"Bihar",10,"Arwal",611,"Eastern Region","Semi-urban",0,0,0
370,2022,"Bihar",10,"Aurangabad",189,"Eastern Region","Rural",0,0,0
371,2022,"Bihar",10,"Aurangabad",189,"Eastern Region","Semi-urban",0,0,0
372,2022,"Bihar",10,"Aurangabad",189,"Eastern Region","Urban",0,0,0
373,2022,"Bihar",10,"Banka",190,"Eastern Region","Rural",0,0,0
374,2022,"Bihar",10,"Banka",190,"Eastern Region","Semi-urban",0,0,0
375,2022,"Bihar",10,"Begusarai",191,"Eastern Region","Rural",0,0,0
376,2022,"Bihar",10,"Begusarai",191,"Eastern Region","Semi-urban",0,0,0
377,2022,"Bihar",10,"Begusarai",191,"Eastern Region","Urban",0,0,0
378,2022,"Bihar",10,"Bhagalpur",192,"Eastern Region","Rural",0,0,0
379,2022,"Bihar",10,"Bhagalpur",192,"Eastern Region","Semi-urban",0,0,0
380,2022,"Bihar",10,"Bhagalpur",192,"Eastern Region","Urban",0,0,0
381,2022,"Bihar",10,"Bhojpur",193,"Eastern Region","Rural",0,0,0
382,2022,"Bihar",10,"Bhojpur",193,"Eastern Region","Semi-urban",0,0,0
383,2022,"Bihar",10,"Bhojpur",193,"Eastern Region","Urban",0,0,0
384,2022,"Bihar",10,"Buxar",194,"Eastern Region","Rural",0,0,0
385,2022,"Bihar",10,"Buxar",194,"Eastern Region","Semi-urban",0,0,0
386,2022,"Bihar",10,"Buxar",194,"Eastern Region","Urban",0,0,0
387,2022,"Bihar",10,"Darbhanga",195,"Eastern Region","Rural",0,0,0
388,2022,"Bihar",10,"Darbhanga",195,"Eastern Region","Semi-urban",0,0,0
389,2022,"Bihar",10,"Darbhanga",195,"Eastern Region","Urban",0,0,0
390,2022,"Bihar",10,"Gaya",196,"Eastern Region","Rural",0,0,0
391,2022,"Bihar",10,"Gaya",196,"Eastern Region","Semi-urban",0,0,0
392,2022,"Bihar",10,"Gaya",196,"Eastern Region","Urban",0,0,0
393,2022,"Bihar",10,"Gopalganj",197,"Eastern Region","Rural",0,0,0
394,2022,"Bihar",10,"Gopalganj",197,"Eastern Region","Semi-urban",0,0,0
395,2022,"Bihar",10,"Jamui",198,"Eastern Region","Rural",0,0,0
396,2022,"Bihar",10,"Jamui",198,"Eastern Region","Semi-urban",0,0,0
397,2022,"Bihar",10,"Jehanabad",199,"Eastern Region","Rural",0,0,0
398,2022,"Bihar",10,"Jehanabad",199,"Eastern Region","Semi-urban",0,0,0
399,2022,"Bihar",10,"Jehanabad",199,"Eastern Region","Urban",0,0,0
400,2022,"Bihar",10,"Kaimur (Bhabua)",200,"Eastern Region","Rural",0,0,0
401,2022,"Bihar",10,"Kaimur (Bhabua)",200,"Eastern Region","Semi-urban",0,0,0
402,2022,"Bihar",10,"Katihar",201,"Eastern Region","Rural",0,0,0
403,2022,"Bihar",10,"Katihar",201,"Eastern Region","Semi-urban",0,0,0
404,2022,"Bihar",10,"Katihar",201,"Eastern Region","Urban",0,0,0
405,2022,"Bihar",10,"Khagaria",202,"Eastern Region","Rural",0,0,0
406,2022,"Bihar",10,"Khagaria",202,"Eastern Region","Semi-urban",0,0,0
407,2022,"Bihar",10,"Kishanganj",203,"Eastern Region","Rural",0,0,0
408,2022,"Bihar",10,"Kishanganj",203,"Eastern Region","Semi-urban",0,0,0
409,2022,"Bihar",10,"Kishanganj",203,"Eastern Region","Urban",0,0,0
410,2022,"Bihar",10,"Lakhisarai",204,"Eastern Region","Rural",0,0,0
411,2022,"Bihar",10,"Lakhisarai",204,"Eastern Region","Semi-urban",0,0,0
412,2022,"Bihar",10,"Madhepura",205,"Eastern Region","Rural",0,0,0
413,2022,"Bihar",10,"Madhepura",205,"Eastern Region","Semi-urban",0,0,0
414,2022,"Bihar",10,"Madhubani",206,"Eastern Region","Rural",0,0,0
415,2022,"Bihar",10,"Madhubani",206,"Eastern Region","Semi-urban",0,0,0
416,2022,"Bihar",10,"Munger",207,"Eastern Region","Rural",0,0,0
417,2022,"Bihar",10,"Munger",207,"Eastern Region","Semi-urban",0,0,0
418,2022,"Bihar",10,"Munger",207,"Eastern Region","Urban",0,0,0
419,2022,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Rural",0,0,0
420,2022,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Semi-urban",0,0,0
421,2022,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Urban",0,0,0
422,2022,"Bihar",10,"Nalanda",209,"Eastern Region","Rural",0,0,0
423,2022,"Bihar",10,"Nalanda",209,"Eastern Region","Semi-urban",0,0,0
424,2022,"Bihar",10,"Nalanda",209,"Eastern Region","Urban",0,0,0
425,2022,"Bihar",10,"Nawada",210,"Eastern Region","Rural",0,0,0
426,2022,"Bihar",10,"Nawada",210,"Eastern Region","Semi-urban",0,0,0
427,2022,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Rural",0,0,0
428,2022,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Semi-urban",0,0,0
429,2022,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Urban",0,0,0
430,2022,"Bihar",10,"Patna",212,"Eastern Region","Rural",0,0,0
431,2022,"Bihar",10,"Patna",212,"Eastern Region","Semi-urban",0,0,0
432,2022,"Bihar",10,"Patna",212,"Eastern Region","Urban",0,0,0
433,2022,"Bihar",10,"Patna",212,"Eastern Region","Metropolitan",0,0,0
434,2022,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Rural",0,0,0
435,2022,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Semi-urban",0,0,0
436,2022,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Urban",0,0,0
437,2022,"Bihar",10,"Purnia",214,"Eastern Region","Rural",0,0,0
438,2022,"Bihar",10,"Purnia",214,"Eastern Region","Semi-urban",0,0,0
439,2022,"Bihar",10,"Purnia",214,"Eastern Region","Urban",0,0,0
440,2022,"Bihar",10,"Rohtas",215,"Eastern Region","Rural",0,0,0
441,2022,"Bihar",10,"Rohtas",215,"Eastern Region","Semi-urban",0,0,0
442,2022,"Bihar",10,"Rohtas",215,"Eastern Region","Urban",0,0,0
443,2022,"Bihar",10,"Saharsa",216,"Eastern Region","Rural",0,0,0
444,2022,"Bihar",10,"Saharsa",216,"Eastern Region","Semi-urban",0,0,0
445,2022,"Bihar",10,"Saharsa",216,"Eastern Region","Urban",0,0,0
446,2022,"Bihar",10,"Samastipur",217,"Eastern Region","Rural",0,0,0
447,2022,"Bihar",10,"Samastipur",217,"Eastern Region","Semi-urban",0,0,0
448,2022,"Bihar",10,"Saran",218,"Eastern Region","Rural",0,0,0
449,2022,"Bihar",10,"Saran",218,"Eastern Region","Semi-urban",0,0,0
450,2022,"Bihar",10,"Saran",218,"Eastern Region","Urban",0,0,0
451,2022,"Bihar",10,"Sheikhpura",219,"Eastern Region","Rural",0,0,0
452,2022,"Bihar",10,"Sheikhpura",219,"Eastern Region","Semi-urban",0,0,0
453,2022,"Bihar",10,"Sheohar",220,"Eastern Region","Rural",0,0,0
454,2022,"Bihar",10,"Sheohar",220,"Eastern Region","Semi-urban",0,0,0
455,2022,"Bihar",10,"Sitamarhi",221,"Eastern Region","Rural",0,0,0
456,2022,"Bihar",10,"Sitamarhi",221,"Eastern Region","Semi-urban",0,0,0
457,2022,"Bihar",10,"Siwan",222,"Eastern Region","Rural",0,0,0
458,2022,"Bihar",10,"Siwan",222,"Eastern Region","Semi-urban",0,0,0
459,2022,"Bihar",10,"Siwan",222,"Eastern Region","Urban",0,0,0
460,2022,"Bihar",10,"Supaul",223,"Eastern Region","Rural",0,0,0
461,2022,"Bihar",10,"Supaul",223,"Eastern Region","Semi-urban",0,0,0
462,2022,"Bihar",10,"Vaishali",224,"Eastern Region","Rural",0,0,0
463,2022,"Bihar",10,"Vaishali",224,"Eastern Region","Semi-urban",0,0,0
464,2022,"Bihar",10,"Vaishali",224,"Eastern Region","Urban",0,0,0
465,2022,"Chandigarh",4,"Chandigarh",44,"Northern Region","Rural",11,130,638
466,2022,"Chandigarh",4,"Chandigarh",44,"Northern Region","Semi-urban",6,57,268
467,2022,"Chandigarh",4,"Chandigarh",44,"Northern Region","Urban",421,4340,88833
468,2022,"Chandigarh",4,"Chandigarh",44,"Northern Region","Rural",0,0,0
469,2022,"Chandigarh",4,"Chandigarh",44,"Northern Region","Semi-urban",0,0,0
470,2022,"Chandigarh",4,"Chandigarh",44,"Northern Region","Urban",0,0,0
471,2022,"Chhattisgarh",22,"Balod",646,"Central Region","Rural",52,942,1430
472,2022,"Chhattisgarh",22,"Balod",646,"Central Region","Semi-urban",32,381,1714
473,2022,"Chhattisgarh",22,"Baloda Bazar",644,"Central Region","Rural",46,1059,1756
474,2022,"Chhattisgarh",22,"Baloda Bazar",644,"Central Region","Semi-urban",64,1042,3033
475,2022,"Chhattisgarh",22,"Balrampur",649,"Central Region","Rural",43,1343,1607
476,2022,"Chhattisgarh",22,"Balrampur",649,"Central Region","Semi-urban",10,137,392
477,2022,"Chhattisgarh",22,"Bastar",374,"Central Region","Rural",60,702,922
478,2022,"Chhattisgarh",22,"Bastar",374,"Central Region","Semi-urban",5,84,149
479,2022,"Chhattisgarh",22,"Bastar",374,"Central Region","Urban",34,456,3434
480,2022,"Chhattisgarh",22,"Bemetara",650,"Central Region","Rural",33,672,891
481,2022,"Chhattisgarh",22,"Bemetara",650,"Central Region","Semi-urban",24,441,1138
482,2022,"Chhattisgarh",22,"Bijapur",636,"Central Region","Rural",25,162,343
483,2022,"Chhattisgarh",22,"Bijapur",636,"Central Region","Semi-urban",6,86,531
484,2022,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Rural",58,841,1749
485,2022,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Semi-urban",37,797,1830
486,2022,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Urban",141,1573,19305
487,2022,"Chhattisgarh",22,"Dantewada",376,"Central Region","Rural",23,168,412
488,2022,"Chhattisgarh",22,"Dantewada",376,"Central Region","Semi-urban",16,206,1781
489,2022,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Rural",41,553,799
490,2022,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Semi-urban",18,312,783
491,2022,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Urban",43,761,2256
492,2022,"Chhattisgarh",22,"Durg",378,"Central Region","Rural",59,666,1623
493,2022,"Chhattisgarh",22,"Durg",378,"Central Region","Semi-urban",31,436,1735
494,2022,"Chhattisgarh",22,"Durg",378,"Central Region","Urban",172,2469,21789
495,2022,"Chhattisgarh",22,"Gariyaband",645,"Central Region","Rural",23,534,564
496,2022,"Chhattisgarh",22,"Gariyaband",645,"Central Region","Semi-urban",27,355,931
497,2022,"Chhattisgarh",22,"Gaurella Pendra Marwahi",734,"Central Region","Rural",7,196,253
498,2022,"Chhattisgarh",22,"Gaurella Pendra Marwahi",734,"Central Region","Semi-urban",12,325,758
499,2022,"Chhattisgarh",22,"Janjgir-Champa",379,"Central Region","Rural",80,1535,2572
500,2022,"Chhattisgarh",22,"Balod",646,"Central Region","Rural",0,0,0
501,2022,"Chhattisgarh",22,"Janjgir-Champa",379,"Central Region","Semi-urban",62,1104,4044
502,2022,"Chhattisgarh",22,"Jashpur",380,"Central Region","Rural",36,638,1120
503,2022,"Chhattisgarh",22,"Jashpur",380,"Central Region","Semi-urban",41,700,2015
504,2022,"Chhattisgarh",22,"Kabirdham",382,"Central Region","Rural",27,587,497
505,2022,"Chhattisgarh",22,"Kabirdham",382,"Central Region","Semi-urban",32,1017,1552
506,2022,"Chhattisgarh",22,"Kondagaon",643,"Central Region","Rural",23,422,409
507,2022,"Chhattisgarh",22,"Kondagaon",643,"Central Region","Semi-urban",22,399,1247
508,2022,"Chhattisgarh",22,"Korba",383,"Central Region","Rural",39,758,1857
509,2022,"Chhattisgarh",22,"Korba",383,"Central Region","Semi-urban",21,383,1799
510,2022,"Chhattisgarh",22,"Korba",383,"Central Region","Urban",63,986,6472
511,2022,"Chhattisgarh",22,"Korea",384,"Central Region","Rural",29,494,1103
512,2022,"Chhattisgarh",22,"Korea",384,"Central Region","Semi-urban",48,583,4038
513,2022,"Chhattisgarh",22,"Mahasamund",385,"Central Region","Rural",44,784,881
514,2022,"Chhattisgarh",22,"Mahasamund",385,"Central Region","Semi-urban",62,1030,2454
515,2022,"Chhattisgarh",22,"Mungeli",647,"Central Region","Rural",18,512,506
516,2022,"Chhattisgarh",22,"Mungeli",647,"Central Region","Semi-urban",22,545,1029
517,2022,"Chhattisgarh",22,"Narayanpur",637,"Central Region","Rural",7,50,80
518,2022,"Chhattisgarh",22,"Narayanpur",637,"Central Region","Semi-urban",10,137,519
519,2022,"Chhattisgarh",22,"Raigarh",386,"Central Region","Rural",74,1264,2830
520,2022,"Chhattisgarh",22,"Raigarh",386,"Central Region","Semi-urban",37,674,1884
521,2022,"Chhattisgarh",22,"Raigarh",386,"Central Region","Urban",52,691,4656
522,2022,"Chhattisgarh",22,"Raipur",387,"Central Region","Rural",76,770,3175
523,2022,"Chhattisgarh",22,"Raipur",387,"Central Region","Semi-urban",59,878,4088
524,2022,"Chhattisgarh",22,"Raipur",387,"Central Region","Metropolitan",351,3123,53112
525,2022,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Rural",76,1276,1621
526,2022,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Semi-urban",33,656,1451
527,2022,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Urban",41,661,3378
528,2022,"Chhattisgarh",22,"Sukma",642,"Central Region","Rural",18,191,279
529,2022,"Chhattisgarh",22,"Sukma",642,"Central Region","Semi-urban",5,93,477
530,2022,"Chhattisgarh",22,"Surajpur",648,"Central Region","Rural",55,913,1868
531,2022,"Chhattisgarh",22,"Balod",646,"Central Region","Semi-urban",0,0,0
532,2022,"Chhattisgarh",22,"Surajpur",648,"Central Region","Semi-urban",22,258,1884
533,2022,"Chhattisgarh",22,"Surguja",389,"Central Region","Rural",49,1029,1737
534,2022,"Chhattisgarh",22,"Surguja",389,"Central Region","Urban",45,557,3885
535,2022,"Chhattisgarh",22,"Kanker",381,"Central Region","Rural",42,780,1349
536,2022,"Chhattisgarh",22,"Kanker",381,"Central Region","Semi-urban",34,577,1472
537,2022,"Chhattisgarh",22,"Baloda Bazar",644,"Central Region","Rural",0,0,0
538,2022,"Chhattisgarh",22,"Baloda Bazar",644,"Central Region","Semi-urban",0,0,0
539,2022,"Chhattisgarh",22,"Balrampur",649,"Central Region","Rural",0,0,0
540,2022,"Chhattisgarh",22,"Balrampur",649,"Central Region","Semi-urban",0,0,0
541,2022,"Chhattisgarh",22,"Bastar",374,"Central Region","Rural",0,0,0
542,2022,"Chhattisgarh",22,"Bastar",374,"Central Region","Semi-urban",0,0,0
543,2022,"Chhattisgarh",22,"Bastar",374,"Central Region","Urban",0,0,0
544,2022,"Chhattisgarh",22,"Bemetara",650,"Central Region","Rural",0,0,0
545,2022,"Chhattisgarh",22,"Bemetara",650,"Central Region","Semi-urban",0,0,0
546,2022,"Chhattisgarh",22,"Bijapur",636,"Central Region","Rural",0,0,0
547,2022,"Chhattisgarh",22,"Bijapur",636,"Central Region","Semi-urban",0,0,0
548,2022,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Rural",0,0,0
549,2022,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Semi-urban",0,0,0
550,2022,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Urban",0,0,0
551,2022,"Chhattisgarh",22,"Dantewada",376,"Central Region","Rural",0,0,0
552,2022,"Chhattisgarh",22,"Dantewada",376,"Central Region","Semi-urban",0,0,0
553,2022,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Rural",0,0,0
554,2022,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Semi-urban",0,0,0
555,2022,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Urban",0,0,0
556,2022,"Chhattisgarh",22,"Durg",378,"Central Region","Rural",0,0,0
557,2022,"Chhattisgarh",22,"Durg",378,"Central Region","Semi-urban",0,0,0
558,2022,"Chhattisgarh",22,"Durg",378,"Central Region","Urban",0,0,0
559,2022,"Chhattisgarh",22,"Gariyaband",645,"Central Region","Rural",0,0,0
560,2022,"Chhattisgarh",22,"Gariyaband",645,"Central Region","Semi-urban",0,0,0
561,2022,"Chhattisgarh",22,"Gaurella Pendra Marwahi",734,"Central Region","Rural",0,0,0
562,2022,"Chhattisgarh",22,"Gaurella Pendra Marwahi",734,"Central Region","Semi-urban",0,0,0
563,2022,"Chhattisgarh",22,"Janjgir-Champa",379,"Central Region","Rural",0,0,0
564,2022,"Chhattisgarh",22,"Janjgir-Champa",379,"Central Region","Semi-urban",0,0,0
565,2022,"Chhattisgarh",22,"Jashpur",380,"Central Region","Rural",0,0,0
566,2022,"Chhattisgarh",22,"Jashpur",380,"Central Region","Semi-urban",0,0,0
567,2022,"Chhattisgarh",22,"Kabirdham",382,"Central Region","Rural",0,0,0
568,2022,"Chhattisgarh",22,"Kabirdham",382,"Central Region","Semi-urban",0,0,0
569,2022,"Chhattisgarh",22,"Kondagaon",643,"Central Region","Rural",0,0,0
570,2022,"Chhattisgarh",22,"Kondagaon",643,"Central Region","Semi-urban",0,0,0
571,2022,"Chhattisgarh",22,"Korba",383,"Central Region","Rural",0,0,0
572,2022,"Chhattisgarh",22,"Korba",383,"Central Region","Semi-urban",0,0,0
